,decimalLatitude,decimalLongitude,scientificName,id,eventDate,dateIdentified,coordinateUncertaintyInMeters
930,25.35,52.85,Euterpina acutifrons,0b789386-996c-4332-bfaf-09ba30ac0a12,1968-07-08T20:19:48Z,NA,NA
931,12.2,44.8167,Euterpina acutifrons,0b7b3a82-b11e-4065-817d-36a44b3086d4,1966-11-29T21:00:00Z,NA,NA
932,27,51,Hydroides heterocera,0b7bfc20-e068-4265-a659-fe4bdd5960ae,1868-07-02T00:00:00Z,NA,NA
933,27.4,50.4167,Parvocalanus latus,0b7cbdde-ca50-4aaf-ae6d-dd27892341f1,1968-07-06T16:30:00Z,NA,NA
934,26.7,50.1,Smaragdia souverbiana,0b821e20-3386-4f94-a123-61b46eba861b,NA,NA,10000
935,25.6833,57.0833,Subeucalanus crassus,0b831a7b-3fd8-410e-9a9c-74048e3238ef,1970-01-27T01:00:00Z,NA,NA
936,10.779999733,51.4700012207,Aidanosagitta neglecta,0b834246-70dd-40d9-8c83-85c4f2b0505e,NA,NA,NA
937,30.1447,48.9602,Sousa plumbea,0b834781-8658-4580-9cec-40324255270b,2016-03-10,2016-03-10,11.13
938,16.5317,55.3317,Pulleniatina obliquiloculata,0b83b981-0548-4ffd-aa4f-d729c193541e,1995-03-18,1995-03-18,NA
939,19.8833,64.5833,Subeucalanus subcrassus,0b84b82f-9902-43b3-a7a6-310a11354207,1969-01-22T15:04:48Z,NA,NA
940,12.2,44.8,Euterpina acutifrons,0b8a7293-ca24-44d7-8586-4cc3f5018d55,1967-02-23T23:30:00Z,NA,NA
941,26.0167,51.75,Temora turbinata,0b925aee-7277-48ab-aa04-1de7f7376e93,1968-09-01T07:19:48Z,NA,NA
942,26.4667,53.55,Calanopia elliptica,0b94e4b9-ded4-4627-8ec9-cd3bb9d08d83,1968-07-08T08:00:00Z,NA,NA
943,12.75,48.9167,Euterpina acutifrons,0b9a47f2-d21d-4ee7-8237-48a2ae39ad64,1986-08-16T16:00:00Z,NA,NA
944,26.00436,56.57662,Skeletonema costatum,0b9ba31f-2d9b-49d1-9a84-8ecfbad91896,1994-08-30,NA,NA
945,13.9667,48.65,Parvocalanus elegans,0b9c46e4-5cde-4dcf-a226-645582d68cb9,1989-12-16T13:30:00Z,NA,NA
946,13.5833,51.0167,Parvocalanus latus,0b9d13cf-ac66-486b-b1c3-789e40d8d4cf,1989-01-11T10:15:00Z,NA,NA
947,4.5834723,56.050137,Carcharhinus falciformis,0ba271ac-5c0d-4b42-bd50-5dd4607879e9,NA,NA,NA
948,16.535,55.3317,Pulleniatina obliquiloculata,0ba41478-e570-415d-bfbf-ed7f777d67c7,1995-03-17,1995-03-17,NA
949,25.95,53.2333,Parvocalanus latus,0bab7ee4-449a-4892-833c-a93212ead26f,1970-01-23T21:00:00Z,NA,NA
950,12.5333,45,Subeucalanus subcrassus,0bac6e9f-1a30-41c9-9dd3-120423283846,1989-01-15T19:30:00Z,NA,NA
951,24.9833,63.0167,Temora turbinata,0bb1d6f4-c1e2-45ab-9972-288789cc352f,1969-03-05T02:22:48Z,NA,NA
952,12.5667,45,Parvocalanus latus,0bb3b82e-2937-4704-bdf9-13564183e3bf,1989-07-28T05:00:00Z,NA,NA
953,12.85,53.2167,Subeucalanus subcrassus,0bb62e30-e960-4b74-84df-7a3060054de0,1989-12-20T20:45:00Z,NA,NA
954,23.1667,60.3333,Subeucalanus subcrassus,0bc4cc03-3757-4591-9125-d82277477c88,1968-09-07T15:30:00Z,NA,NA
955,26.18333,50.71667,Terapon puta,0bc71e2d-c84b-4d1b-92b6-6af4426c5a16,1977-02-18,NA,100000
956,1.0501388,56.73347,Carcharhinus falciformis,0bc95283-5d07-4a60-b476-ae9b1960cf95,NA,NA,NA
957,11.5100333,42.6725,Balanus trigonus,0bcb414a-50d7-4e03-a504-ab7abacb4441,2012-09-30,NA,NA
958,12.75,48.75,Subeucalanus subcrassus,0bd199a8-21f4-497f-b9fc-fc4dea25f8a2,1989-01-13T02:00:00Z,NA,NA
959,11.3,51.133333,Pterois miles,0bd5a36f-e730-408b-bf2b-c9abc753681d,1964-12-17,1983,NA
960,12.25,43.5,Euterpina acutifrons,0bd87c93-4ace-4ab2-82f9-ba2d70df0712,1964-12-29T12:49:48Z,NA,NA
961,15.3333,52.3167,Euterpina acutifrons,0bdbd98b-8490-435c-acd8-b04c6ac5e62f,1989-12-22T00:58:58Z,NA,NA
962,12.8167,51.5333,Euterpina acutifrons,0be56853-f2cb-4e5f-b08d-bdd9d59d2bb1,1969-09-13T15:00:00Z,NA,NA
963,20.20151,58.61342,Modiolus auriculatus,0bf1cdfc-c2a7-424c-af6a-6fd447989ebe,2022-11-20,NA,NA
964,13.771755,45.6265805,Chaetoceros curvisetus,0bf8e655-0757-4748-8ccf-8829c0700b87,2013-05-28/2013-05-28,NA,NA
965,28.2167,49.2333,Euterpina acutifrons,0bfc4568-a81a-4828-9bd7-e39580150326,1968-07-05T08:00:00Z,NA,NA
966,4.70422999999999,48.3689666666669,Galeocerdo cuvier,0c07ba61-326b-4b19-bcd8-6259ce71ae6f,NA,NA,NA
967,13.1333,46,Subeucalanus subcrassus,0c0d4d71-dd7f-4161-9f73-2a59c9432c31,1989-12-13T18:00:00Z,NA,NA
968,15,62.6667,Parvocalanus latus,0c0f998a-8d1b-4671-86b2-a49706fbf594,1980-03-21T23:07:12Z,NA,NA
969,15,64.6667,Subeucalanus subcrassus,0c10d4f0-68c3-42ee-bb22-46e0ae546077,1980-03-22T14:07:12Z,NA,NA
970,0.11680555,61.700138,Carcharhinus falciformis,0c14e59b-54dd-42c4-85a4-b7e323b7d869,NA,NA,NA
971,12.2,44.8,Subeucalanus subcrassus,0c1973e9-57e4-4e6a-abc5-9397c27af2d1,1967-02-23T23:30:00Z,NA,NA
972,1.3834722,52.200138,Carcharhinus falciformis,0c19f7bf-5992-4051-a0d3-2d0f4d057869,NA,NA,NA
973,12.6717,54.196083,Scarus ghobban,0c1ba5e6-581c-46b4-9095-f555282b3423,2013-10-11,NA,NA
974,15.3333,52.2833,Parvocalanus elegans,0c1bf0d8-b044-414b-bc76-e28edb39fdf4,1989-08-04T16:43:48Z,NA,NA
975,28.2167,49.2333,Parvocalanus latus,0c1e16e4-3b65-4e3f-825b-594460cabe30,1970-01-19T04:30:00Z,NA,NA
976,11.6333,49.8667,Calanopia elliptica,0c1e84ae-b227-4f37-ae5e-d4d5e73ff860,1966-08-15T05:30:00Z,NA,NA
977,13.9333,48.6667,Subeucalanus subcrassus,0c235355-fe54-47db-b5f5-099cf611e9ea,1989-09-24T08:58:12Z,NA,NA
978,12,53.25,Subeucalanus subcrassus,0c244ea9-cb66-40ce-9977-1a425524f28d,1963-10-16T09:49:48Z,NA,NA
979,28.3667,50.8667,Calanopia elliptica,0c28e03e-ad0a-4412-b6a0-89163ba00a59,1970-01-20T01:19:48Z,NA,NA
980,13.4667,48.7833,Subeucalanus subcrassus,0c2e31c9-0554-4259-bb89-c039f3b88029,1989-07-31T18:13:12Z,NA,NA
981,13.15,46.0167,Parvocalanus latus,0c341607-d418-4ddb-891f-0edc2a6670f9,1989-01-15T03:00:00Z,NA,NA
982,12.66765,54.17927,Zebrasoma xanthurum,0c362058-8825-4d37-a374-aac3b3a0b8e8,2013-10-13,NA,NA
983,12.4,44,Subeucalanus subcrassus,0c3a93af-7fc7-4a6f-ab1f-d7ecfbcf05f8,1986-08-22T19:40:12Z,NA,NA
984,25.3667,56.9333,Parvocalanus latus,0c4382b8-1af0-470c-a26f-45f34051cb90,1968-07-11T12:30:00Z,NA,NA
985,12.3167,43.6167,Calanopia elliptica,0c441196-04b4-47a7-84ee-a8a26f26a788,1966-12-01T07:30:00Z,NA,NA
986,12.1833,44.8,Calanopia elliptica,0c44984e-38a8-4d8d-a26b-ebba35257027,1963-05-30T12:00:00Z,NA,NA
987,23.59361,58.60444,Aquilonastra burtoni,0c4660e0-e5cb-4818-9d9a-75dda265676f,2020-01-12,NA,NA
988,12.3333,43.6167,Subeucalanus subcrassus,0c47af3f-71db-43bb-a016-3aa2abcc6d73,1966-03-13T05:00:00Z,NA,NA
989,26.0167,51.7667,Temora turbinata,0c4dfddd-54d6-4093-9372-c4fa8806651a,1968-07-07T16:00:00Z,NA,NA
990,22.67319,60.71453,Pseudo-nitzschia seriata,0c5032ac-628f-4690-b5be-98e5dc97b4d7,1994-09-01,NA,NA
991,12.9167,53.2,Parvocalanus latus,0c5cf816-3a5d-49dc-a90a-7c7cb9e3b1da,1989-01-08T15:40:12Z,NA,NA
992,6.3501387,54.550137,Carcharhinus falciformis,0c606f6a-b24b-4912-998d-ad85abf846f6,NA,NA,NA
993,29.1667,50.05,Parvocalanus latus,0c634f19-c9e9-466e-88c4-b7bd5eb047b0,1968-07-04T22:45:00Z,NA,NA
994,12.8333,46,Parvocalanus elegans,0c6434b0-1866-41fd-b446-41c50741fbb0,1989-12-13T13:16:12Z,NA,NA
995,11.45,47.5,Calanopia elliptica,0c65c60d-b208-4df0-93f6-0def4a55464d,1966-11-03T12:04:48Z,NA,NA
996,12.6667,53.2833,Subeucalanus crassus,0c678a8a-7afe-4325-bad0-c285455d917f,1986-10-15T07:15:00Z,NA,NA
997,11.85,44.7833,Euterpina acutifrons,0c6bfdc4-df58-45c2-81e6-e9d2db7cdd19,1966-08-11T15:34:48Z,NA,NA
998,12,53.0833,Parvocalanus latus,0c6ea2b6-7d6b-454a-903b-39a58c56e463,1986-03-15T05:30:00Z,NA,NA
999,14.328,52.1352,Pulleniatina obliquiloculata,0c70b07c-c449-446e-ae69-edb4f014effe,1972-05-13,1972-05-13,NA
1000,27.2333,50.05,Parvocalanus latus,0c70e343-1024-4770-9def-c321a8a9dbc4,1968-08-31T02:00:00Z,NA,NA
1001,29.3667,49.2333,Parvocalanus latus,0c72e10a-9355-438f-8670-90473b8c29c0,1970-01-17T22:00:00Z,NA,NA
1002,11.7667,49.5833,Euterpina acutifrons,0c73c9c6-858f-4c0e-8ce4-9b8935a22046,1967-02-27T13:25:12Z,NA,NA
1003,12.1833,49.3,Euterpina acutifrons,0c768251-7ad7-4699-a592-2e6c6cc64f0e,1966-11-10T01:00:00Z,NA,NA
1004,13.75,48.7167,Parvocalanus elegans,0c787243-b85f-44df-a23c-0ed5e184473c,1989-07-31T21:49:48Z,NA,NA
1005,13.4333,48.8,Subeucalanus crassus,0c78fecd-ec9f-4dd2-be82-2bb441ee1a4b,1989-09-24T01:24:00Z,NA,NA
1006,15.3333,52.3167,Euterpina acutifrons,0c7bfc53-c5f9-4f0c-80a0-8996a59e188c,1989-12-22T00:58:58Z,NA,NA
1007,12.0833,53.25,Subeucalanus crassus,0c80a5a6-2971-4cdb-ac74-a56fe6ad50d1,1986-10-16T10:10:12Z,NA,NA
1008,12.86,47.418,Spiroloculina angulata,0c814574-7ed7-43d8-bfe3-52e9e4aa2cdc,1987-03-11,1987-03-11,NA
1009,28.7167,50.25,Parvocalanus latus,0c85f7c0-c060-4046-aaaa-11fa278050cf,1968-07-05T18:15:00Z,NA,NA
1010,26.45,56.6167,Parvocalanus latus,0c8660c9-ff8b-4372-98cb-01a3194811a9,1969-07-23T22:00:00Z,NA,NA
1011,10.1233329773,51.5200004578,Fistularia petimba,0c88d832-135f-457d-b640-dd3b40fb4a0c,NA,NA,NA
1012,14.6667,50.4,Parvocalanus elegans,0c8acac1-264b-4f41-967d-df0594416127,1989-12-17T08:40:12Z,NA,NA
1013,12.8167,49.1333,Calanopia elliptica,0c8dccc2-2c53-440a-b3b0-ff13fbad7a46,1966-05-01T06:49:48Z,NA,NA
1014,24.5333,58.6167,Temora turbinata,0c8fe246-e82a-477c-bf56-7b7da43fb3ee,1969-07-26T08:30:00Z,NA,NA
1015,11.85,52.15,Subeucalanus subcrassus,0c920fbf-cd1a-4830-aebb-2aab265ddd32,1963-10-15T18:00:00Z,NA,NA
1016,15.45,52.1667,Subeucalanus subcrassus,0c935182-88ae-481e-8600-327a1e69f592,1965-03-09T14:34:48Z,NA,NA
1017,8.9833,51.7333,Pulleniatina obliquiloculata,0c95674e-bdec-47e0-a3c8-2890c486ef70,NA,NA,NA
1018,13.4333,52.95,Parvocalanus elegans,0c9bf078-e2ad-4ac9-a733-da1ed1dda785,1989-08-03T16:30:00Z,NA,NA
1019,0.65013885,51.43347,Carcharhinus falciformis,0c9c4928-4947-4faa-a07c-2b811beb27ea,NA,NA,NA
1020,25.95,53.2333,Parvocalanus latus,0c9d051b-36b4-4db4-bc1d-4804df692ca0,1970-01-23T21:00:00Z,NA,NA
1021,12.45,44.4667,Calanopia elliptica,0c9d45c1-8e29-453f-aa22-ad636ec35b46,1969-06-22T12:00:00Z,NA,NA
1022,25.1352,55.1256,Cephalopholis argus,0ca269c3-45d6-434d-a695-b789dfa2dc2a,2014-04-07T11:04:00,NA,NA
1023,26.3333,56.15,Temora turbinata,0ca30d7d-f0f5-499f-a944-2ce4ff916cb0,1968-09-04T02:34:48Z,NA,NA
1024,3.5,55.1667,Calanopia elliptica,0caddd95-8fb0-4026-adf5-d52c01723c09,1970-12-02T05:00:00Z,NA,NA
1025,12.9167,53.2,Subeucalanus subcrassus,0cb032be-b8c0-4e36-a660-1549f52a8211,1989-01-08T15:40:12Z,NA,NA
1026,10.5833,44.8,Calanopia elliptica,0cb6fdc0-8a1e-4629-bcf2-46883cb1564d,1966-10-31T17:00:00Z,NA,NA
1027,13.5,50.7833,Parvocalanus latus,0cbbd34b-903a-4df4-9585-3c89f5c6750c,1989-08-02T18:28:48Z,NA,NA
1028,25.5333,57.1,Subeucalanus subcrassus,0cbd51c5-b71f-45cb-9e21-671d2edb2db2,1968-07-11T10:00:00Z,NA,NA
1029,12.6667,45,Parvocalanus latus,0cbd55a8-3df1-42dd-81c5-a8d56f91a7a2,1986-10-23T16:45:00Z,NA,NA
1030,11.4995,43.2483833333,Scylla serrata,0cca8131-663c-42c2-9115-38e6180e2323,NA,NA,NA
1031,12.3167,43.6167,Subeucalanus crassus,0cd5b3c5-6c99-4c62-874d-aac518f84211,1966-12-01T07:30:00Z,NA,NA
1032,11.9016666412,51.0366668701,Epinephelus chlorostigma,0cd9e543-dbbc-4486-a503-f2e3c998a7dc,1987-02-04T12:00:00Z,NA,NA
1033,11.9016666412,51.0366668701,Epinephelus chlorostigma,0cda6edc-5fb2-4462-8b5a-f2698c29372b,1987-02-04T12:00:00Z,NA,NA
1034,11.833,43,Zebrasoma xanthurum,0cdbf115-d9f7-48a3-b629-3f11b4d95148,1977-05-14,NA,10
1035,27.4025,49.2313888889,Loimia medusa,0ce1e5fd-6dcd-4369-acc2-66ab4606f1d3,NA,NA,NA
1036,13,64,Parvocalanus latus,0ce474d7-c20a-49aa-9634-53055ffd578f,1980-03-27T00:16:58Z,NA,NA
1037,23.68165,58.49705,Barbatia trapezina,0ce5f0dc-c491-4431-aa5f-e2ecb3810b0c,2005-01-16,NA,NA
1038,8.65,58.567,Pulleniatina obliquiloculata,0ce6c105-a018-4ff0-9684-1f400281bad0,1958-05-29,1958-05-29,NA
1039,12.6667,53.2833,Temora turbinata,0cea7b66-04ec-464f-8e0c-1de2bba3a507,1986-08-09T17:55:12Z,NA,NA
1040,26.3,56.8,Temora turbinata,0cebc600-5b51-46ae-9a81-081fe4f056c8,1970-01-27T10:25:12Z,NA,NA
1041,26.7833,56.7333,Temora turbinata,0ced1c89-346c-4254-a781-29d158f03cb5,1968-07-10T21:04:48Z,NA,NA
1042,22.7167,59.95,Euterpina acutifrons,0cefd242-3079-4e34-98bf-e4ce76c61cb0,1969-06-27T10:00:00Z,NA,NA
1043,5.050139,52.266804,Carcharhinus falciformis,0cf15f4c-b833-4ee8-949c-63861d2d2250,NA,NA,NA
1044,12.2,44.8,Euterpina acutifrons,0cf34d5e-ff86-4a8b-bd8b-d7eb82f01530,1966-03-14T13:00:00Z,NA,NA
1045,25.4333,56.5667,Parvocalanus latus,0cf52b2b-06e9-44bc-b099-87a758cf38d7,1970-01-26T14:10:12Z,NA,NA
1046,26.3,56.8,Euterpina acutifrons,0cf61f92-6e6a-4e4d-a33c-dac35ec8487e,1970-01-27T10:25:12Z,NA,NA
1047,11.8330001831,42.8330001831,Parupeneus forsskali,0cf6e1ed-d36e-49e7-836e-1f374f3eceb7,NA,NA,NA
1048,12.4833,44,Parvocalanus latus,0cf8c255-e66e-4618-a176-047c294bae0e,1989-01-17T01:00:00Z,NA,NA
1049,12.3,43.9833,Parvocalanus latus,0cf9334d-6e02-499d-be9d-f86a1429828a,1989-01-16T16:55:12Z,NA,NA
1050,25.3667,56.9333,Subeucalanus subcrassus,0cfb7c5b-90f6-40e4-a2bf-2b59979bf5d2,1968-09-05T04:00:00Z,NA,NA
1051,11.75,45,Subeucalanus crassus,0cfbfc76-0b6a-4413-84ba-7f8cc3aa2af9,1986-10-22T07:45:00Z,NA,NA
1052,11.9167,52.5,Parvocalanus latus,0cfc64e9-069a-4069-8442-5a8c4bee3e81,1989-01-07T12:00:00Z,NA,NA
1053,12.4,43.75,Euterpina acutifrons,0cffc105-437f-4e9d-9ec9-3c980d60661d,1966-12-01T09:10:12Z,NA,NA
1054,17,54,Terapon jarbua,0d01bf52-3b18-4118-9870-e4ce8e545044,NA,NA,NA
1055,27,51,Diala semistriata,0d05a94b-ad7e-4e2c-ad45-b84d9ea42ce3,NA,NA,100000
1056,11.8667,44.8,Calanopia elliptica,0d094f3c-8039-4a24-8fda-15234f16268a,1965-07-05T12:00:00Z,NA,NA
1057,25.2282,55.2579,Pomacanthus maculosus,0d0a2709-effa-4d4f-8d08-826a21ae7bb5,2012-12-07T10:12:00,NA,NA
1058,25.6333,56.9667,Subeucalanus crassus,0d0dc075-577f-4085-8a40-37fc279f76d2,1970-01-26T20:30:00Z,NA,NA
1059,12.2,49.6,Subeucalanus crassus,0d1c0379-da02-4c53-99f3-37ff44d07dba,1966-11-27T20:40:12Z,NA,NA
1060,26.2166652679,51.4166641235,Sphyraena chrysotaenia,0d1cc117-bdb9-4a04-90ed-2d7993b6ac81,NA,NA,NA
1061,13.8667,48.6,Subeucalanus crassus,0d1ee6b8-91c5-4f85-b5df-6315e9dc3bce,1963-08-09T08:10:12Z,NA,NA
1062,15.3333,52.3167,Subeucalanus subcrassus,0d1f434b-40b8-44eb-a8db-88aab9831d16,1989-10-01T05:07:12Z,NA,NA
1063,11.5833,49.6667,Subeucalanus subcrassus,0d201499-cd46-4f63-9cc1-b5dcd94979d3,1963-12-01T15:10:12Z,NA,NA
1064,13.3,47.4167,Parvocalanus latus,0d24ea04-aceb-4957-bdd9-663351e82013,1989-12-14T17:30:00Z,NA,NA
1065,4.7333,50.8333,Subeucalanus subcrassus,0d28b99e-348e-44fc-a868-39d1b2741377,1970-10-03T23:19:48Z,NA,NA
1066,14.328,52.1352,Pulleniatina obliquiloculata,0d2c828e-5481-42ee-9581-40f9e02636a9,1972-05-13,1972-05-13,NA
1067,11.75,42.9329986572,Cheilodipterus novemstriatus,0d310c79-17d4-40f8-b557-01e256c847cc,NA,NA,NA
1068,13.9833,48.65,Euterpina acutifrons,0d354c9c-d278-4967-b87e-d6c6316f1a01,1986-10-19T01:45:00Z,NA,NA
1069,1.5667,48.3333,Subeucalanus subcrassus,0d362b74-8bb9-4fdd-aea7-4190c5c1dd2e,1970-09-26T23:19:48Z,NA,NA
1070,11.526667,42.658333,Lutjanus kasmira,0d37126d-2d9b-4896-82b7-d8e5b31e8685,NA,NA,10
1071,11.9167,47.3167,Subeucalanus subcrassus,0d3c2c53-4ae1-4c45-90bc-92333effb7a7,1969-06-17T19:00:00Z,NA,NA
1072,3.1834724,53.366802,Seriola rivoliana,0d3cd811-01f8-42a9-a6b8-6e050a5f121b,NA,NA,NA
1073,18.7497,60.1297,Pulleniatina obliquiloculata,0d3cf35c-9613-4823-a41b-69b6302332e0,1972-03-31,1972-03-31,NA
1074,13,48.95,Parvocalanus elegans,0d3e3363-7abe-4aa2-bc5a-f6f47241bd11,1989-07-31T13:25:12Z,NA,NA
1075,15.3833,52.35,Parvocalanus latus,0d40d41f-2173-4fed-ac94-214e2f09ca9f,1989-01-09T18:30:00Z,NA,NA
1076,13.1333,46,Parvocalanus elegans,0d454240-bf28-42b1-a3c8-e27f5fb04df3,1989-12-13T18:00:00Z,NA,NA
1077,28.52,49.82,Muggiaea atlantica,0d483f3b-a5c6-4c26-85ec-0b6bd37b16b3,2006,NA,NA
1078,22.6333,59.95,Subeucalanus crassus,0d4896a4-fe48-4180-8765-3a6326491b8e,1968-09-07T09:04:48Z,NA,NA
1079,17.1766,42.208,Naria turdus,0d498d82-5375-48b4-b35c-2afe46006e26,2014-10-18,NA,NA
1080,12.4,43.7333,Subeucalanus subcrassus,0d4cd7cd-df14-42a7-b036-0c389dcf2461,1966-08-10T11:48:00Z,NA,NA
1081,13.4167,52.9,Euterpina acutifrons,0d4ceef5-a46e-46ca-9250-43da37e226d8,1986-10-14T12:30:00Z,NA,NA
1082,13.8667,48.5833,Subeucalanus subcrassus,0d522545-c1e1-42cc-86c1-ccd3543a8fd0,1963-06-16T01:30:00Z,NA,NA
1083,13.9667,52.75,Subeucalanus subcrassus,0d5429a0-30a0-48a6-8029-bc7a32a5e887,1963-05-25T00:04:58Z,NA,NA
1084,13.8667,48.6,Subeucalanus subcrassus,0d5754ab-503e-448e-8216-81da0a527f08,1963-08-09T08:10:12Z,NA,NA
1085,23.75,60.75,Subeucalanus subcrassus,0d57de24-4d24-44db-ac27-4fe7c2cd9ece,1969-03-06T01:19:48Z,NA,NA
1086,3.1,52.9167,Subeucalanus crassus,0d5bc27e-2186-4861-8f59-294842397395,1970-10-02T07:00:00Z,NA,NA
1087,14,48.6667,Parvocalanus latus,0d613520-3ccc-48e3-9ea1-f0941e96d397,1986-03-08T19:19:48Z,NA,NA
1088,16.79097,42.19865,Callista florida,0d66f77e-0df7-466c-bd9c-f201c227a6f8,2013-03-11,NA,NA
1089,2.750139,55.850136,Lepidochelys olivacea,0d6ae89b-3132-4486-9691-5456b4fec12d,NA,NA,NA
1090,22.55,64.5833,Subeucalanus subcrassus,0d7160ef-d8d5-4dfa-948e-16570cd2b226,1969-01-16T20:16:48Z,NA,NA
1091,2.9054,57.5868333333329,Carcharhinus falciformis,0d719e3d-f50b-491e-9386-303da8d15eac,NA,NA,NA
1092,26.0667,55.1667,Parvocalanus latus,0d736345-8843-4c81-a6a0-d1024c7de0c2,1968-09-03T14:34:48Z,NA,NA
1093,12.2,44.8167,Calanopia elliptica,0d74bc84-cad4-49b0-b099-1224eca97380,1966-11-29T21:00:00Z,NA,NA
1094,10.5833,44.8,Subeucalanus crassus,0d766c66-6716-4bc4-8831-9c958a1a3435,1966-11-30T12:00:00Z,NA,NA
1095,12.9167,53.2,Subeucalanus subcrassus,0d780a1a-2dff-4d77-ad77-5b9c15210a55,1989-01-08T15:40:12Z,NA,NA
1096,16.98137,54.67882,Pennaria disticha,0d7999e8-10c0-44cc-8a7a-152120b50600,2022-01-22,NA,NA
1097,1.602347,51.258315,Halichoerus grypus,0d7d6ce2-6b3f-4e92-91e8-41d5c451b69b,2018-05-04,2018-05-04,0.11
1098,24.2585833333,53.3641666667,Portunus pelagicus,0d825318-3b05-4b22-839c-f543eef54d54,NA,NA,NA
1099,11.51909,42.66217,Acanthaster planci,0d87f5a7-3432-49b8-9e3a-07ed67527242,2012-09-30,NA,NA
1100,29.4169998169,47.8330001831,Metapenaeus stebbingi,0d883d67-2ca4-4183-8476-35c8102c675c,1981-11-10T12:00:00Z,NA,NA
1101,25.2333,58.9833,Euterpina acutifrons,0d8a5610-4a2a-4890-9def-376a1f55d360,1969-07-26T21:30:00Z,NA,NA
1102,1.7334722,62.600136,Carcharhinus falciformis,0d8a8b79-70b1-4d76-90fd-aaf3080b579b,NA,NA,NA
1103,14.321,57.347,Pulleniatina obliquiloculata,0d8b0de6-c38a-4ac4-9357-cf27d4132bfe,1986-05-24,1986-05-24,NA
1104,1.1834723,49.766804,Carcharhinus falciformis,0d950c15-bf7e-48dc-a28c-306664ccd7ae,NA,NA,NA
1105,14.321,57.347,Pulleniatina obliquiloculata,0d985bd9-09ea-4285-b4f6-b580817a32f5,1986-05-24,1986-05-24,NA
1106,12.2333,43.5,Subeucalanus subcrassus,0d9a55b4-957b-49c5-9f84-2ea0f1e661f8,1966-08-10T05:10:12Z,NA,NA
1107,5.4024,53.1006,Sphyrna mokarran,0d9ab65a-19da-4053-9567-bb573b900911,NA,NA,NA
1108,12,64.6667,Subeucalanus subcrassus,0d9e1b20-12c9-40dd-8ec4-7d19f9172fb6,1980-03-28T22:55:12Z,NA,NA
1109,27.2333,50.0667,Parvocalanus latus,0da135da-3800-4b33-94dd-89bef451e6ba,1968-07-06T13:00:00Z,NA,NA
1110,12.0833,46,Calanopia elliptica,0da2e03e-29a7-4883-983b-7e2562338041,1989-09-20T22:10:48Z,NA,NA
1111,23.8333,58.6,Subeucalanus crassus,0da77a2c-c181-40ab-a634-9c1499fa6c73,1968-09-06T21:19:48Z,NA,NA
1112,0.9334722,50.73347,Carcharhinus falciformis,0dacfee6-65ab-48ce-af4a-8aad15f71f82,NA,NA,NA
1113,10.6,44.65,Subeucalanus subcrassus,0db17213-c161-49f0-b527-4f4a4d969ce3,1966-08-12T07:15:00Z,NA,NA
1114,25.6667,57.1667,Parvocalanus latus,0db1d50f-afab-43cc-bc2f-bcbf088cb33b,1968-07-11T07:00:00Z,NA,NA
1115,29.3025166667,48.2936833333,Plotosus lineatus,0db34671-dd75-41b3-b7e8-9a6a61ffe09a,2014-10-02,NA,NA
1116,12.5667,45,Euterpina acutifrons,0db3d6dc-6fc6-4841-bd2f-b52e52da4473,1986-08-20T22:00:00Z,NA,NA
1117,11.5833,49.65,Subeucalanus subcrassus,0db4ca10-497f-4278-8722-0033bda7dfe5,1965-01-01T19:00:00Z,NA,NA
1118,12.7833,47.4167,Euterpina acutifrons,0db673c1-4ee3-404e-b3d0-67194c71c5b2,1989-12-15T01:31:12Z,NA,NA
1119,11.9333,47.5,Euterpina acutifrons,0dbe9e3c-e733-43c8-8daf-ede5a939fa5f,1966-11-03T21:00:00Z,NA,NA
1120,3.8334723,55.53347,Istiompax indica,0dbeb9dc-3469-48ac-8378-9253ea09643a,NA,NA,NA
1121,12,54,Chrysiptera annulata,0dc0f9d9-e011-4acb-8792-ae99beede457,1855-07-02T12:00:00Z,NA,NA
1122,13.25,48.8667,Subeucalanus subcrassus,0dcc0991-b3ad-4aca-8671-99af7dde952f,1970-01-20T16:30:00Z,NA,NA
1123,23.68684,58.50389,Lumbrineris perkinsi,0dd71432-e9ed-4d34-bbeb-0f5498b0f0a2,2022-02-11,NA,NA
1124,11.8167,52.0667,Subeucalanus subcrassus,0dd86cbd-e6f1-4c9f-943e-adedb235bb72,1986-10-17T02:34:48Z,NA,NA
1125,25.0333,56.5667,Parvocalanus latus,0dddf095-1908-477a-8f75-457d9b82db30,1968-09-05T10:10:12Z,NA,NA
1126,24.7833,63,Euterpina acutifrons,0dde2066-2e42-406b-b8d5-11f3eba7504a,1969-01-31T13:00:00Z,NA,NA
1127,12.5833,53.2833,Subeucalanus subcrassus,0dded323-0d9b-4065-842a-d3326142beae,1986-08-09T20:30:00Z,NA,NA
1128,12.3167,43.6167,Euterpina acutifrons,0de15efd-9ebe-4b12-b0a5-57010166eabb,1966-12-01T07:30:00Z,NA,NA
1129,26.0333333333,55.0833333333,Charybdis (Charybdis) hellerii,0de172fe-b6c9-4fc9-b4ee-9f242e297ccf,NA,NA,NA
1130,13.3167,53,Euterpina acutifrons,0de3deb4-5fdb-47ca-9d75-833aa5c7e047,1963-10-21T02:00:00Z,NA,NA
1131,13.3,47.4167,Subeucalanus subcrassus,0de75e34-cc73-4be6-b7e1-7c4c5ae95778,1989-12-14T17:30:00Z,NA,NA
